SampleID,SampleName,U_(ppm),±_U_(ppm),Th_(ppm),±_Th_(ppm),Sm_(ppm),±_Sm_(ppm),He_(nmol/g),±_He_(nmol/g),Th/U,eU_(ppm),U_(ng),±_U_(ng),Th_(ng),±_Th_(ng),Sm_(ng),±_Sm_(ng),He_(ncc),±_He_(ncc),He_(ncc/g),±_He_(ncc/g),U_(nmol),±_U_(nmol),Th_(nmol),±_Th_(nmol),Sm_(nmol),±_Sm_(nmol),He_(nmol),±_He_(nmol),U_(nmol/g),±_U_(nmol/g),Th_(nmol/g),±_Th_(nmol/g),Sm_(nmol/g),±_Sm_(nmol/g)
17.0016,PR0709supmed4_1,2.99,0.07,10.82,0.18,1.77,,0.029,0.001,3.62,5.53,,,,,,,,,,,,,,,,,,,,,,,,
17.0017,PR0709supmed4_2,10.36,0.20,13.18,0.27,1.29,,0.051,0.001,1.27,13.46,,,,,,,,,,,,,,,,,,,,,,,,
17.0018,PR070supmed4_3,7.52,0.11,1.82,0.06,0.64,,0.022,0.001,0.24,7.95,,,,,,,,,,,,,,,,,,,,,,,,
17.0019,PR0709inf1_1,3.10,0.10,9.91,0.22,1.95,,0.034,0.001,3.20,5.42,,,,,,,,,,,,,,,,,,,,,,,,
17.002,PR0709inf1_2,3.11,0.09,13.11,0.24,3.23,,0.032,0.001,4.22,6.19,,,,,,,,,,,,,,,,,,,,,,,,
17.0021,PR0709inf1_3,15.08,0.27,7.82,0.21,1.93,,0.031,0.001,0.52,16.92,,,,,,,,,,,,,,,,,,,,,,,,
17.0022,PR0709desmC_1,1.98,0.06,3.52,0.10,1.16,,0.009,0.001,1.78,2.81,,,,,,,,,,,,,,,,,,,,,,,,
17.0023,PR0709desmC_2,2.58,0.07,8.25,0.17,1.93,,0.030,0.001,3.20,4.52,,,,,,,,,,,,,,,,,,,,,,,,
17.0024,PR0709desmC_3,1.27,0.03,3.40,0.06,0.84,,0.010,0.001,2.67,2.07,,,,,,,,,,,,,,,,,,,,,,,,
17.0025,PR0709desmF_1,2.88,0.08,11.74,0.21,1.17,,0.035,0.001,4.07,5.64,,,,,,,,,,,,,,,,,,,,,,,,
17.0026,PR0709desmF_2,3.59,0.09,15.69,0.27,1.88,,0.037,0.001,4.37,7.27,,,,,,,,,,,,,,,,,,,,,,,,
17.0027,PR0709desmF_3,1.48,0.06,4.69,0.14,0.38,,0.014,0.001,3.17,2.58,,,,,,,,,,,,,,,,,,,,,,,,
17.0028,PR0712_1,2.92,0.09,10.68,0.24,9.69,,0.072,0.000,3.66,5.43,,,,,,,,,,,,,,,,,,,,,,,,
17.0029,PR0712_2,2.92,0.08,8.69,0.17,9.75,,0.071,0.000,2.98,4.96,,,,,,,,,,,,,,,,,,,,,,,,
17.003,PR0712_3,4.96,0.10,10.92,0.19,12.52,,0.070,0.000,2.20,7.52,,,,,,,,,,,,,,,,,,,,,,,,
17.0031,PR0712_1,3.60,0.08,2.50,0.08,3.98,,0.018,0.001,0.69,4.19,,,,,,,,,,,,,,,,,,,,,,,,
17.0032,PR0712_2,3.19,0.10,3.68,0.16,5.31,,0.023,0.001,1.15,4.06,,,,,,,,,,,,,,,,,,,,,,,,
17.0033,PR0712_3,1.89,0.06,6.02,0.15,7.26,,0.060,0.001,3.19,3.31,,,,,,,,,,,,,,,,,,,,,,,,
17.0034,PR0713U2_2,5.09,0.14,24.24,0.42,21.45,,0.169,0.000,4.76,10.79,,,,,,,,,,,,,,,,,,,,,,,,
17.0035,PR0713U2b_3,3.99,0.12,13.84,0.30,12.94,,0.104,0.000,3.47,7.24,,,,,,,,,,,,,,,,,,,,,,,,
17.0036,PR0713U2a_1,6.52,0.12,24.88,0.35,4.29,,0.048,0.000,3.82,12.37,,,,,,,,,,,,,,,,,,,,,,,,
17.0037,PR0713U2a_2,6.14,0.12,27.72,0.38,4.74,,0.051,0.000,4.52,12.65,,,,,,,,,,,,,,,,,,,,,,,,
17.0038,PR0713U2a_3,3.94,0.10,25.33,0.37,5.31,,0.065,0.000,6.43,9.89,,,,,,,,,,,,,,,,,,,,,,,,
17.0039,PR0713Ve_2,1.47,0.04,1.61,0.05,35.51,,0.008,0.000,1.10,1.84,,,,,,,,,,,,,,,,,,,,,,,,
17.004,PR0713Ve_3,5.12,0.13,4.70,0.15,27.86,,0.057,0.000,0.92,6.22,,,,,,,,,,,,,,,,,,,,,,,,
17.0041,PR0713Vv_1,1.88,0.05,0.99,0.05,17.00,,0.008,0.000,0.52,2.11,,,,,,,,,,,,,,,,,,,,,,,,
17.0042,PR0713Vv_2,1.50,0.05,0.41,0.05,3.21,,0.007,0.000,0.27,1.60,,,,,,,,,,,,,,,,,,,,,,,,
17.0043,PR0713Vv_3,1.55,0.04,0.63,0.03,20.91,,0.006,0.000,0.41,1.70,,,,,,,,,,,,,,,,,,,,,,,,
17.0044,PR0713S_1,2.71,0.09,6.85,0.18,6.13,,0.053,0.000,2.53,4.32,,,,,,,,,,,,,,,,,,,,,,,,
17.0045,PR0713S_2,3.40,0.09,7.62,0.17,9.99,,0.078,0.000,2.24,5.19,,,,,,,,,,,,,,,,,,,,,,,,
17.0046,PR0713S_3,2.79,0.07,7.11,0.15,8.72,,0.058,0.000,2.55,4.46,,,,,,,,,,,,,,,,,,,,,,,,
17.0047,PR0713T_1,0.82,0.03,0.61,0.03,13.94,,0.009,0.000,0.74,0.96,,,,,,,,,,,,,,,,,,,,,,,,
17.0048,PR0713T_2,0.48,0.02,0.36,0.04,11.50,,0.004,0.000,0.75,0.56,,,,,,,,,,,,,,,,,,,,,,,,
17.0049,PR0713T_3,5.12,0.12,6.82,0.16,11.75,,0.089,0.000,1.33,6.72,,,,,,,,,,,,,,,,,,,,,,,,
17.005,PR0713W_1,3.96,0.12,6.48,0.19,3.61,,0.069,0.000,1.64,5.48,,,,,,,,,,,,,,,,,,,,,,,,
17.0051,PR0713W_2,11.57,0.34,31.15,0.71,511.44,,0.600,0.000,2.69,18.89,,,,,,,,,,,,,,,,,,,,,,,,
17.0052,PR0713W_3,11.18,0.22,14.44,0.29,11.18,,0.235,0.000,1.29,14.57,,,,,,,,,,,,,,,,,,,,,,,,
17.0053,PR0708B_1,23.80,0.35,44.70,0.67,53.62,,0.605,0.000,1.88,34.30,,,,,,,,,,,,,,,,,,,,,,,,
17.0054,PR0708B_2,6.72,0.20,24.43,0.51,20.87,,0.210,0.000,3.63,12.46,,,,,,,,,,,,,,,,,,,,,,,,
17.0055,PR0708B_3,8.03,0.17,10.23,0.23,15.83,,0.088,0.000,1.27,10.44,,,,,,,,,,,,,,,,,,,,,,,,
17.0056,PR0708C_1,1.80,0.06,7.39,0.18,6.09,,0.053,0.000,4.11,3.53,,,,,,,,,,,,,,,,,,,,,,,,
17.0057,PR0708C_2,1.95,0.08,7.85,0.22,6.78,,0.094,0.000,4.03,3.79,,,,,,,,,,,,,,,,,,,,,,,,
17.0058,PR0708C_3,4.67,0.11,4.14,0.13,4.78,,0.031,0.000,0.89,5.64,,,,,,,,,,,,,,,,,,,,,,,,
17.0059,PR0708D_1,5.05,0.12,11.29,0.23,9.29,,0.080,0.000,2.24,7.70,,,,,,,,,,,,,,,,,,,,,,,,
17.006,PR0708D_2,4.55,0.10,6.49,0.14,5.73,,0.041,0.000,1.43,6.07,,,,,,,,,,,,,,,,,,,,,,,,
17.0061,PR0708D_3,17.95,0.26,31.21,0.48,23.89,,0.276,0.000,1.74,25.28,,,,,,,,,,,,,,,,,,,,,,,,
17.0062,PR0708E_1,12.95,0.26,20.34,0.40,22.66,,0.241,0.000,1.57,17.73,,,,,,,,,,,,,,,,,,,,,,,,
17.0063,PR0708E_2,8.90,0.18,14.14,0.27,15.05,,0.140,0.000,1.59,12.22,,,,,,,,,,,,,,,,,,,,,,,,
17.0064,PR0708E_3,15.47,0.31,24.19,0.47,24.77,,0.333,0.000,1.56,21.15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0001,ZK1217-1.5X,,,,,,,0.111,0.000,8.84,49.48,,,,,,,,,,,,,,,,,,,16.080,0.150,142.130,0.860,0.460,0.010
18.0002,ZK1217-1.5Y,,,,,,,0.022,0.000,3.10,38.87,,,,,,,,,,,,,,,,,,,22.490,0.210,69.700,0.420,5.430,0.050
18.0003,ZK1217-5X,,,,,,,0.226,0.001,0.94,27.77,,,,,,,,,,,,,,,,,,,22.740,0.230,21.390,0.160,1.250,0.010
18.0004,ZK1217-5Y,,,,,,,0.644,0.002,0.18,97.64,,,,,,,,,,,,,,,,,,,93.730,0.830,16.650,0.130,1.500,0.020
18.0005,ZK1217-11X,,,,,,,0.230,0.001,0.05,30.77,,,,,,,,,,,,,,,,,,,30.410,0.280,1.520,0.010,1.400,0.010
18.0006,ZK1217-11Y,,,,,,,0.292,0.001,0.03,39.47,,,,,,,,,,,,,,,,,,,39.210,0.360,1.120,0.010,6.060,0.060
18.0007,ZK1217-16.3X,,,,,,,0.026,0.000,1.26,6.17,,,,,,,,,,,,,,,,,,,4.760,0.040,5.990,0.050,0.190,0.000
18.0008,ZK1217-16.3Y,,,,,,,0.024,0.000,1.42,6.25,,,,,,,,,,,,,,,,,,,4.680,0.040,6.660,0.050,0.240,0.000
18.0009,ZK1217-20X,,,,,,,0.952,0.003,0.01,149.49,,,,,,,,,,,,,,,,,,,149.110,1.370,1.620,0.010,0.470,0.000
18.001,ZK1217-20Y,,,,,,,1.222,0.003,0.01,191.85,,,,,,,,,,,,,,,,,,,191.450,1.670,1.700,0.010,0.580,0.010
18.0011,ZK1217-40X,,,,,,,0.155,0.001,0.01,45.28,,,,,,,,,,,,,,,,,,,45.180,0.400,0.430,0.000,0.650,0.010
18.0012,ZK1217-40Y,,,,,,,0.028,0.000,0.03,9.03,,,,,,,,,,,,,,,,,,,8.960,0.120,0.300,0.000,0.150,0.000
18.0013,ZK1217-51X,,,,,,,0.011,0.000,0.16,4.83,,,,,,,,,,,,,,,,,,,4.660,0.060,0.730,0.010,0.660,0.020
18.0014,ZK1217-51Y,,,,,,,0.032,0.000,0.20,4.48,,,,,,,,,,,,,,,,,,,4.280,0.070,0.870,0.010,0.670,0.040
18.0015,ZK1217-57X,,,,,,,0.154,0.000,0.03,60.92,,,,,,,,,,,,,,,,,,,60.490,0.580,1.840,0.010,0.550,0.010
18.0016,ZK1217-69X,,,,,,,0.607,0.002,0.02,141.18,,,,,,,,,,,,,,,,,,,140.360,1.270,3.470,0.030,1.220,0.010
18.0017,ZK1217-69Y,,,,,,,0.322,0.001,0.02,305.54,,,,,,,,,,,,,,,,,,,303.980,2.710,6.630,0.060,1.770,0.040
18.0018,ZK1217-79X,,,,,,,0.286,0.001,0.01,68.33,,,,,,,,,,,,,,,,,,,68.200,0.610,0.550,0.000,0.530,0.010
18.0019,ZK1217-79Y,,,,,,,0.599,0.002,0.01,122.16,,,,,,,,,,,,,,,,,,,122.000,1.090,0.660,0.000,0.620,0.010
18.002,ZK1217-91X,,,,,,,0.320,0.001,0.01,109.82,,,,,,,,,,,,,,,,,,,109.470,0.970,1.490,0.010,0.510,0.010
18.0021,ZK1217-91Y,,,,,,,0.186,0.001,0.02,73.96,,,,,,,,,,,,,,,,,,,73.650,0.650,1.310,0.010,0.620,0.010
18.0022,ZK1217-91Z,,,,,,,0.163,0.001,0.02,57.90,,,,,,,,,,,,,,,,,,,57.590,0.520,1.330,0.010,0.950,0.050
18.0023,ZK1217-96X,,,,,,,0.226,0.001,0.10,178.22,,,,,,,,,,,,,,,,,,,173.950,1.630,18.150,0.130,1.900,0.020
18.0024,ZK1217-96Y,,,,,,,0.085,0.000,0.14,110.68,,,,,,,,,,,,,,,,,,,107.070,1.010,15.360,0.110,1.320,0.020
18.0025,ZK1217-100X,,,,,,,0.055,0.000,0.10,56.86,,,,,,,,,,,,,,,,,,,55.600,0.490,5.360,0.030,1.730,0.020
18.0026,ZK1217-100Y,,,,,,,0.080,0.000,0.08,99.11,,,,,,,,,,,,,,,,,,,97.290,0.860,7.740,0.050,2.810,0.030
18.0027,4580X,,,,,,,0.176,0.001,0.06,53.22,,,,,,,,,,,,,,,,,,,52.462,0.204,3.234,0.011,,
18.0028,4580Y,,,,,,,0.137,0.000,0.11,40.69,,,,,,,,,,,,,,,,,,,39.636,0.203,4.505,0.013,,
18.0029,4580Z,,,,,,,0.167,0.001,0.12,51.79,,,,,,,,,,,,,,,,,,,50.411,0.290,5.889,0.010,,
18.003,4615X,,,,,,,0.323,0.001,0.01,219.00,,,,,,,,,,,,,,,,,,,218.370,2.010,2.700,0.020,0.480,0.010
18.0031,4615Y,,,,,,,0.863,0.003,0.01,541.52,,,,,,,,,,,,,,,,,,,540.110,4.640,5.990,0.040,0.550,0.010
18.0032,4630X,,,,,,,0.145,0.001,0.05,30.27,,,,,,,,,,,,,,,,,,,29.910,0.280,1.550,0.010,0.430,0.010
18.0033,4630Y,,,,,,,0.146,0.000,0.09,21.65,,,,,,,,,,,,,,,,,,,21.190,0.190,1.960,0.020,0.290,0.000
18.0034,4653X,,,,,,,0.305,0.001,0.08,183.05,,,,,,,,,,,,,,,,,,,179.690,1.800,14.290,0.090,0.540,0.010
18.0035,4653Y,,,,,,,0.378,0.001,0.05,342.49,,,,,,,,,,,,,,,,,,,338.660,2.970,16.300,0.110,0.700,0.010
18.0036,4673X,,,,,,,0.005,0.000,0.60,4.42,,,,,,,,,,,,,,,,,,,3.880,0.040,2.310,0.010,0.010,0.000
18.0037,4673Y,,,,,,,0.002,0.000,0.75,3.01,,,,,,,,,,,,,,,,,,,2.560,0.060,1.920,0.010,0.000,0.000
18.0038,4685-x,,,,,,,0.077,0.000,0.01,50.94,,,,,,,,,,,,,,,,,,,50.820,0.470,0.530,0.010,0.340,0.000
18.0039,4685-y,,,,,,,0.165,0.001,0.01,103.25,,,,,,,,,,,,,,,,,,,102.900,0.910,1.490,0.010,0.510,0.010
18.004,4690X,,,,,,,0.030,0.000,0.45,10.46,,,,,,,,,,,,,,,,,,,9.470,0.090,4.230,0.040,2.000,0.020
18.0041,4690Y,,,,,,,0.034,0.000,0.22,11.94,,,,,,,,,,,,,,,,,,,11.360,0.170,2.470,0.010,0.440,0.000
18.0042,4716X,,,,,,,0.012,0.000,0.14,16.19,,,,,,,,,,,,,,,,,,,15.660,0.350,2.250,0.010,1.150,0.010
18.0043,4716Y,,,,,,,0.009,0.000,0.10,10.86,,,,,,,,,,,,,,,,,,,10.620,0.110,1.020,0.010,0.820,0.010
18.0044,4742X,,,,,,,1.213,0.003,0.07,241.56,,,,,,,,,,,,,,,,,,,237.430,2.160,17.560,0.120,4.270,0.040
18.0045,4742Y,,,,,,,0.198,0.001,0.45,34.05,,,,,,,,,,,,,,,,,,,30.820,0.330,13.740,0.090,0.750,0.010
18.0046,4760X,,,,,,,0.234,0.001,0.32,54.05,,,,,,,,,,,,,,,,,,,50.250,0.460,16.180,0.100,3.160,0.030
18.0047,4760Y,,,,,,,0.402,0.001,0.17,96.33,,,,,,,,,,,,,,,,,,,92.710,0.920,15.390,0.110,7.080,0.070
18.0048,4795X,,,,,,,0.036,0.000,0.77,16.53,,,,,,,,,,,,,,,,,,,14.010,0.280,10.740,0.070,0.170,0.000
18.0049,4795Y,,,,,,,0.047,0.000,1.02,11.15,,,,,,,,,,,,,,,,,,,8.990,0.120,9.210,0.060,0.410,0.010
18.005,4828X,,,,,,,0.017,0.000,1.32,4.13,,,,,,,,,,,,,,,,,,,3.150,0.180,4.170,0.030,0.070,0.000
18.0051,4855X,,,,,,,0.018,0.000,0.28,12.60,,,,,,,,,,,,,,,,,,,11.820,0.230,3.330,0.030,0.050,0.000
18.0052,4855Y,,,,,,,0.011,0.000,0.60,6.35,,,,,,,,,,,,,,,,,,,5.570,0.350,3.330,0.020,0.030,0.000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0001,FH-L-ul-a1,3.93,0.15,26.39,0.59,,,1.52,0.01,6.72,10.13,,,,,,,,,,,,,,,,,,,,,,,,
19.0002,FH-L-ul-b2,1.91,0.07,28.68,0.50,,,0.85,0.01,15.02,8.65,,,,,,,,,,,,,,,,,,,,,,,,
19.0003,FH-L-ul-c1,4.46,0.12,39.79,0.53,,,1.37,0.02,8.92,13.81,,,,,,,,,,,,,,,,,,,,,,,,
19.0004,FH-L-ul-c2,2.55,0.17,35.14,0.60,,,1.29,0.01,13.78,10.81,,,,,,,,,,,,,,,,,,,,,,,,
19.0005,FH-L-ul-c3,5.12,0.16,37.97,0.63,,,1.49,0.01,7.42,14.04,,,,,,,,,,,,,,,,,,,,,,,,
19.0006,FH-L-ul-d1,0.97,0.19,22.93,0.53,,,1.27,0.01,23.64,6.36,,,,,,,,,,,,,,,,,,,,,,,,
19.0007,FH-L-ul-d3,3.95,0.19,28.68,0.80,,,1.48,0.01,7.26,10.69,,,,,,,,,,,,,,,,,,,,,,,,
19.0008,FH-L-ul-e1,2.86,0.08,17.18,0.28,,,0.93,0.01,6.01,6.90,,,,,,,,,,,,,,,,,,,,,,,,
19.0009,FH-L-ul-e2,4.04,0.07,21.04,0.25,,,1.07,0.03,5.21,8.98,,,,,,,,,,,,,,,,,,,,,,,,
19.001,FH-L-ul-e3,3.06,0.11,16.88,0.34,,,0.96,0.01,5.52,7.03,,,,,,,,,,,,,,,,,,,,,,,,
19.0011,FH-L-0-a1,2.84,0.11,58.23,0.95,,,1.81,0.01,20.50,16.52,,,,,,,,,,,,,,,,,,,,,,,,
19.0012,FH-L-0-a2,3.69,0.17,50.10,1.08,,,1.62,0.01,13.58,15.46,,,,,,,,,,,,,,,,,,,,,,,,
19.0013,FH-L-0-a3,1.42,0.10,39.51,0.54,,,1.26,0.02,27.82,10.70,,,,,,,,,,,,,,,,,,,,,,,,
19.0014,FH-L-0-b1,3.98,0.17,32.95,0.82,,,1.37,0.01,8.28,11.72,,,,,,,,,,,,,,,,,,,,,,,,
19.0015,FH-L-0-b2,3.09,0.13,75.81,1.21,,,3.35,0.01,24.53,20.91,,,,,,,,,,,,,,,,,,,,,,,,
19.0016,FH-L-0-b3,3.65,0.12,69.04,0.93,,,2.39,0.02,18.92,19.87,,,,,,,,,,,,,,,,,,,,,,,,
19.0017,FH-L-0-d1,4.22,0.14,46.95,0.74,,,2.29,0.01,11.13,15.25,,,,,,,,,,,,,,,,,,,,,,,,
19.0018,FH-L-0-d3,3.56,0.11,48.91,0.67,,,1.97,0.02,13.74,15.05,,,,,,,,,,,,,,,,,,,,,,,,
19.0019,FH-L-0-e1,2.53,0.07,29.86,0.38,,,1.14,0.02,11.80,9.55,,,,,,,,,,,,,,,,,,,,,,,,
19.002,FH-L-0-e2,2.65,0.08,28.45,0.39,,,1.06,0.02,10.74,9.34,,,,,,,,,,,,,,,,,,,,,,,,
19.0021,FH-L-0-e3,2.23,0.14,45.56,0.94,,,1.51,5.69,20.43,12.94,,,,,,,,,,,,,,,,,,,,,,,,
19.0022,FH-L-10-a1,2.66,0.10,44.67,0.72,,,1.40,0.01,16.79,13.16,,,,,,,,,,,,,,,,,,,,,,,,
19.0023,FH-L-10-a3,3.15,0.11,60.51,0.88,,,2.24,0.01,19.21,17.37,,,,,,,,,,,,,,,,,,,,,,,,
19.0024,FH-L-10-b1,3.75,0.11,66.17,0.86,,,3.68,0.03,17.65,19.30,,,,,,,,,,,,,,,,,,,,,,,,
19.0025,FH-L-10-b2,,,73.53,1.30,,,2.15,0.01,,17.28,,,,,,,,,,,,,,,,,,,,,,,,
19.0026,FH-L-10-b3,3.34,0.11,43.94,0.53,,,1.90,0.03,13.16,13.67,,,,,,,,,,,,,,,,,,,,,,,,
19.0027,FH-L-10-c1,3.65,0.15,34.57,0.72,,,1.20,0.01,9.47,11.77,,,,,,,,,,,,,,,,,,,,,,,,
19.0028,FH-L-10-c3,0.77,0.13,18.10,0.39,,,1.11,0.01,23.51,5.02,,,,,,,,,,,,,,,,,,,,,,,,
19.0029,FH-L-10-d1,3.06,0.18,48.37,1.12,,,2.53,0.01,15.81,14.43,,,,,,,,,,,,,,,,,,,,,,,,
19.003,FH-L-10-d2,2.46,0.11,40.00,0.72,,,1.61,0.01,16.26,11.86,,,,,,,,,,,,,,,,,,,,,,,,
19.0031,FH-L-10-d3,,,39.92,0.65,,,1.71,0.01,,9.38,,,,,,,,,,,,,,,,,,,,,,,,
19.0032,FH-L-10-e1,4.10,0.16,64.69,1.05,,,2.23,0.01,15.78,19.30,,,,,,,,,,,,,,,,,,,,,,,,
19.0033,FH-L-10-e2,4.12,0.12,73.45,0.89,,,2.09,0.02,17.83,21.38,,,,,,,,,,,,,,,,,,,,,,,,
19.0034,FH-L-10-e3,3.25,0.10,61.09,0.76,,,2.17,21.96,18.80,17.61,,,,,,,,,,,,,,,,,,,,,,,,
19.0035,FH-L-20-a1,3.09,0.13,57.77,1.05,,,2.25,0.01,18.70,16.67,,,,,,,,,,,,,,,,,,,,,,,,
19.0036,FH-L-20-a2,3.46,0.09,75.95,0.85,,,3.06,0.03,21.95,21.31,,,,,,,,,,,,,,,,,,,,,,,,
19.0037,FH-L-20-a3,3.72,0.15,49.83,0.91,,,2.70,0.01,13.40,15.43,,,,,,,,,,,,,,,,,,,,,,,,
19.0038,FH-L-20-a4,4.03,0.12,58.38,0.81,,,2.12,0.02,14.49,17.75,,,,,,,,,,,,,,,,,,,,,,,,
19.0039,FH-L-20-b1,3.08,0.12,36.43,0.71,,,0.79,0.01,11.83,11.64,,,,,,,,,,,,,,,,,,,,,,,,
19.004,FH-L-20-b2,3.55,0.09,63.44,0.72,,,2.24,0.03,17.87,18.46,,,,,,,,,,,,,,,,,,,,,,,,
19.0041,FH-L-20-b3,3.30,0.11,60.06,0.85,,,1.95,0.01,18.20,17.41,,,,,,,,,,,,,,,,,,,,,,,,
19.0042,FH-L-20-c1,,,60.70,0.86,,,2.58,0.02,,14.26,,,,,,,,,,,,,,,,,,,,,,,,
19.0043,FH-L-20-c2,0.56,0.14,50.35,0.77,,,1.93,0.01,89.91,12.39,,,,,,,,,,,,,,,,,,,,,,,,
19.0044,FH-L-20-c3,,,47.40,1.07,,,1.70,0.01,,11.14,,,,,,,,,,,,,,,,,,,,,,,,
19.0045,FH-L-20-d1,3.76,0.13,68.32,0.96,,,3.52,0.02,18.17,19.82,,,,,,,,,,,,,,,,,,,,,,,,
19.0046,FH-L-20-d2,3.03,0.11,45.21,0.71,,,2.22,0.01,14.92,13.65,,,,,,,,,,,,,,,,,,,,,,,,
19.0047,FH-L-20-d3,3.93,0.11,37.03,0.51,,,1.91,0.02,9.42,12.63,,,,,,,,,,,,,,,,,,,,,,,,
19.0048,FH-L-20-e1,2.83,0.07,42.54,0.50,,,0.83,0.01,15.03,12.83,,,,,,,,,,,,,,,,,,,,,,,,
19.0049,FH-L-20-e2,3.31,0.15,43.61,0.89,,,1.10,0.01,13.18,13.56,,,,,,,,,,,,,,,,,,,,,,,,
19.005,FH-L-20-e3,2.97,0.09,34.87,0.47,,,0.97,0.01,11.74,11.16,,,,,,,,,,,,,,,,,,,,,,,,
19.0051,FH-L-30-a1,4.21,0.14,41.50,0.69,,,0.77,0.01,9.86,13.96,,,,,,,,,,,,,,,,,,,,,,,,
19.0052,FH-L-30-a2,2.82,0.11,37.25,0.67,,,0.71,0.01,13.21,11.57,,,,,,,,,,,,,,,,,,,,,,,,
19.0053,FH-L-30-b1,4.06,0.12,63.52,0.85,,,1.80,0.01,15.65,18.99,,,,,,,,,,,,,,,,,,,,,,,,
19.0054,FH-L-30-b2,3.27,0.12,38.70,0.69,,,1.26,0.01,11.83,12.36,,,,,,,,,,,,,,,,,,,,,,,,
19.0055,FH-L-30-b3,1.48,0.15,45.42,0.71,,,1.68,0.01,30.69,12.15,,,,,,,,,,,,,,,,,,,,,,,,
19.0056,FH-L-30-c2,2.04,0.12,46.04,0.64,,,2.11,0.02,22.57,12.86,,,,,,,,,,,,,,,,,,,,,,,,
19.0057,FH-L-30-d1,2.67,0.15,22.66,0.72,,,1.07,0.01,8.49,8.00,,,,,,,,,,,,,,,,,,,,,,,,
19.0058,FH-L-30-d2,3.16,0.09,32.57,0.43,,,1.12,0.02,10.31,10.81,,,,,,,,,,,,,,,,,,,,,,,,
19.0059,FH-L-30-d3,2.80,0.12,48.89,0.72,,,1.63,0.01,17.46,14.29,,,,,,,,,,,,,,,,,,,,,,,,
19.006,FH-L-30-e1,3.47,0.13,43.62,0.71,,,1.61,12.14,12.57,13.72,,,,,,,,,,,,,,,,,,,,,,,,
19.0061,FH-L-30-e2,2.94,0.11,40.78,0.68,,,1.51,0.01,13.87,12.52,,,,,,,,,,,,,,,,,,,,,,,,
19.0062,FH-L-30-e3,2.95,0.10,44.08,0.65,,,1.38,0.01,14.94,13.31,,,,,,,,,,,,,,,,,,,,,,,,
19.0063,FH-L-50-a1,5.47,0.16,85.24,1.12,,,3.01,0.02,15.58,25.50,,,,,,,,,,,,,,,,,,,,,,,,
19.0064,FH-L-50-a2,6.49,0.14,52.85,0.65,,,2.71,0.03,8.14,18.91,,,,,,,,,,,,,,,,,,,,,,,,
19.0065,FH-L-50-b1,5.40,0.13,64.03,0.79,,,2.63,0.02,11.86,20.45,,,,,,,,,,,,,,,,,,,,,,,,
19.0066,FH-L-50-b2,3.82,0.13,43.28,0.70,,,1.31,0.01,11.33,13.99,,,,,,,,,,,,,,,,,,,,,,,,
19.0067,FH-L-50-b3,4.20,0.11,28.05,0.42,,,2.09,0.02,6.68,10.79,,,,,,,,,,,,,,,,,,,,,,,,
19.0068,FH-L-50-c1,3.45,0.13,35.35,0.51,,,1.01,0.01,10.25,11.76,,,,,,,,,,,,,,,,,,,,,,,,
19.0069,FH-L-50-c2,,,29.18,1.21,,,1.18,0.01,,6.86,,,,,,,,,,,,,,,,,,,,,,,,
19.007,FH-L-50-c3,,,30.63,0.71,,,0.99,0.01,,7.20,,,,,,,,,,,,,,,,,,,,,,,,
19.0071,FH-L-50-d1,3.08,0.10,81.20,1.00,,,2.21,0.02,26.36,22.16,,,,,,,,,,,,,,,,,,,,,,,,
19.0072,FH-L-50-d2,3.01,0.13,51.73,0.86,,,2.17,0.01,17.19,15.17,,,,,,,,,,,,,,,,,,,,,,,,
19.0073,FH-L-50-d3,1.05,0.13,49.89,0.72,,,2.04,0.02,47.51,12.77,,,,,,,,,,,,,,,,,,,,,,,,
19.0074,FH-L-50-e1,3.67,0.10,58.33,0.69,,,1.94,26.73,15.89,17.38,,,,,,,,,,,,,,,,,,,,,,,,
19.0075,FH-L-50-e3,2.89,0.07,51.08,0.56,,,2.28,0.04,17.67,14.89,,,,,,,,,,,,,,,,,,,,,,,,
19.0076,FH-L-70-a1,9.15,0.20,229.27,2.04,,,2.81,0.02,25.06,63.03,,,,,,,,,,,,,,,,,,,,,,,,
19.0077,FH-L-70-a2,16.89,0.22,214.80,1.67,,,4.68,0.05,12.72,67.37,,,,,,,,,,,,,,,,,,,,,,,,
19.0078,FH-L-70-a3,15.72,0.21,208.04,1.64,,,4.03,0.05,13.23,64.61,,,,,,,,,,,,,,,,,,,,,,,,
19.0079,FH-L-70-b1,4.88,0.20,69.14,1.29,,,1.47,0.01,14.17,21.13,,,,,,,,,,,,,,,,,,,,,,,,
19.008,FH-L-70-b2,2.69,0.12,40.38,0.83,,,1.34,0.01,15.01,12.18,,,,,,,,,,,,,,,,,,,,,,,,
19.0081,FH-L-70-b3,3.60,0.09,35.82,0.46,,,1.28,0.02,9.95,12.02,,,,,,,,,,,,,,,,,,,,,,,,
19.0082,FH-L-70-c1,0.19,0.24,80.67,1.30,,,2.99,0.01,424.58,19.15,,,,,,,,,,,,,,,,,,,,,,,,
19.0083,FH-L-70-c2,3.50,0.13,75.22,0.83,,,2.57,0.03,21.49,21.18,,,,,,,,,,,,,,,,,,,,,,,,
